9;36
8;38
8;36
8;36
8;37
8;37
9;37
8;37
8;35
9;36
9;37
8;37
8;36
9;37
9;35
8;36
8;36
9;37
9;37
9;36
8;35
8;35
8;36
8;38
7;37
8;36
8;36
8;37
8;36
8;38
8;37
8;36
8;36
8;36
8;36
8;36
8;35
8;36
8;37
9;35
7;37
9;35
8;37
8;37
9;38
8;37
8;38
8;37
8;36
8;35
8;37
8;36
8;38
8;36
8;37
8;37
8;35
8;37
8;36
8;36
8;36
8;35
7;36
8;37
8;35
8;36
8;35
8;36
8;37
8;35
8;36
8;36
8;37
8;36
8;36
8;37
9;37
8;35
9;37
9;37
8;37
10;36
9;36
9;37
8;37
9;39
9;38
9;39
9;39
9;37
8;37
9;38
11;38
10;38
9;38
11;40
11;39
10;39
11;40
10;39
12;41
11;43
12;42
14;42
14;44
15;44
17;44
15;44
15;44
14;44
15;46
17;47
18;48
20;49
20;51
21;51
23;54
26;55
24;56
26;56
27;56
26;56
24;55
26;54
25;54
27;56
27;59
30;59
31;60
32;63
36;66
38;67
39;70
41;71
41;69
39;70
38;69
38;68
38;69
43;71
44;74
47;77
50;80
54;86
57;89
61;92
60;93
61;93
59;92
60;91
59;89
58;89
59;89
64;94
67;100
72;102
77;106
82;114
89;119
95;127
98;130
100;132
101;135
102;133
101;132
105;136
110;141
115;148
121;152
116;150
125;159
134;168
141;174
147;179
147;180
147;181
145;179
146;178
148;181
156;188
161;195
166;200
176;210
183;217
191;245
199;233
203;236
202;237
201;235
200;232
196;231
196;232
198;233
206;240
216;250
225;260
235;271
243;279
252;288
254;288
255;290
253;288
249;285
247;283
251;285
258;293
268;302
279;312
288;323
297;333
307;344
317;352
318;356
314;351
310;347
306;341
305;342
314;350
321;356
332;369
342;381
352;388
364;400
373;410
383;421
387;425
386;424
384;420
380;417
376;414
374;412
372;410
370;407
377;416
389;425
397;435
409;447
418;455
432;468
441;481
454;492
464;501
467;505
466;505
461;499
457;495
455;492
451;489
451;488
450;490
460;499
468;507
480;519
493;531
504;542
515;556
527;568
540;579
545;585
548;587
544;583
539;578
535;573
532;572
528;569
527;568
527;566
534;573
545;584
557;596
569;610
580;622
592;634
605;644
617;657
622;664
623;662
617;659
614;654
609;650
607;647
604;644
602;644
601;642
599;639
597;638
598;639
604;645
616;656
629;671
641;683
655;695
658;700
656;697
652;693
650;688
645;689
644;686
642;684
639;681
639;679
636;678
636;677
634;676
633;675
632;673
632;673
630;671
630;670
628;670
627;668
627;669
626;667
624;666
624;665
623;665
622;662
621;664
621;664
622;663
621;661
618;661
620;661
618;660
618;659
617;658
617;659
617;657
616;656
616;658
616;656
615;656
614;656
613;654
613;649
613;654
616;655
615;659
615;654
608;649
604;644
605;643
602;644
603;643
600;641
600;642
600;642
601;641
602;641
603;640
601;641
601;640
601;639
600;639
600;639
601;639
602;640
605;642
608;646
607;646
604;644
601;641
595;638
594;635
594;634
594;635
594;634
593;634
596;633
602;639
607;646
607;648
603;643
597;637
592;633
592;630
593;632
592;628
591;627
596;631
606;640
612;652
614;653
605;643
591;632
584;623
588;623
585;627
586;623
582;623
581;621
590;626
602;639
602;645
597;638
586;625
580;619
584;621
588;621
581;617
580;615
587;627
602;637
601;645
593;637
582;620
578;614
582;618
585;619
578;614
571;609
576;617
594;634
595;638
587;630
578;613
572;605
579;614
579;613
572;610
568;608
574;613
594;630
593;631
584;624
577;614
576;611
589;624
609;643
626;663
644;684
667;707
688;727
707;748
721;764
732;774
744;787
764;805
777;817
788;832
801;845
812;855
814;857
808;854
804;845
793;836
789;832
788;828
785;825
783;823
789;831
803;846
815;858
825;870
837;881
847;894
860;903
861;904
857;899
851;896
847;891
845;886
841;886
839;884
836;879
832;876
830;871
827;871
823;869
823;868
823;864
821;862
820;861
817;862
816;862
816;861
815;856
814;854
813;855
811;856
810;856
809;853
810;851
808;850
808;850
808;849
806;849
806;849
805;847
804;846
805;847
803;846
803;846
803;843
802;845
802;843
801;845
800;843
798;844
800;841
798;841
798;841
798;840
796;840
796;839
795;837
796;834
795;839
794;841
794;840
793;833
793;833
793;832
791;832
788;833
787;833
788;829
789;830
791;831
791;835
789;837
789;832
788;827
791;830
789;827
784;828
784;828
785;825
785;824
790;827
786;832
790;834
785;823
783;821
787;822
784;821
781;817
780;823
782;820
786;822
782;823
782;823
778;819
778;816
781;817
779;817
777;817
775;817
779;819
784;822
780;822
777;817
775;815
777;815
778;814
776;814
774;813
772;813
780;820
782;822
782;824
774;817
772;812
775;813
775;812
773;811
771;810
773;811
781;820
782;823
777;819
771;810
771;807
771;811
774;809
769;806
766;806
777;815
788;823
784;828
774;816
764;804
766;804
769;804
763;804
762;802
761;802
769;807
781;815
780;821
777;815
767;803
761;799
768;801
765;801
763;799
760;801
762;798
779;810
780;816
780;819
772;811
762;798
762;798
767;801
763;801
758;799
754;797
762;795
778;807
778;817
777;817
767;800
754;792
764;797
766;801
761;800
755;794
751;790
760;792
772;805
776;816
776;812
761;798
753;788
759;792
762;799
758;797
752;793
750;787
753;785
761;794
763;800
763;801
757;793
751;788
756;790
755;791
752;789
752;788
748;788
747;786
750;786
750;786
748;786
747;786
749;783
748;783
748;782
747;784
745;786
745;785
746;783
747;781
747;783
746;782
745;783
744;783
745;782
747;780
747;781
737;770
717;752
695;728
673;703
649;680
625;656
604;633
579;611
558;587
536;567
515;547
498;526
462;491
446;474
430;456
415;441
401;427
387;412
373;399
359;386
348;373
336;362
326;350
313;338
303;329
292;317
282;310
272;299
263;288
253;279
244;270
234;261
226;251
217;243
208;235
200;227
192;219
185;212
178;204
172;199
165;190
158;185
151;177
144;172
138;166
132;157
125;153
120;148
114;142
109;137
103;131
98;127
96;122
90;118
86;114
82;111
78;107
76;103
71;99
66;95
63;92
61;89
57;84
55;82
50;78
49;77
46;74
45;72
40;69
39;67
37;66
35;64
33;63
31;60
29;58
27;57
27;55
26;54
25;51
24;52
22;50
21;49
20;48
19;47
17;46
17;45
16;45
15;45
15;42
14;42
13;43
13;41
13;40
12;39
13;40
12;40
10;39
11;39
10;39
10;39
10;37
10;39
10;38
10;38
10;38
9;39
9;38
8;38
9;37
8;36
9;37
9;36
8;38
9;37
10;37
8;37
9;37
9;37
8;37
9;38
9;36
9;37
9;37
10;36
9;38
9;38
9;38
9;37
9;37
9;38
9;37
10;37
9;37
9;37
8;37
8;37
9;37
9;37
8;37
9;36
9;36
9;36
9;37
9;36
10;38
9;37
9;36
9;38
9;36
9;36
8;39
9;38
9;38
10;37
9;38
10;37
9;37
10;38
10;38
9;38
9;37
10;38
9;37
10;38
10;37
10;39
9;38
9;38
10;39
10;38
9;38
9;38
10;39
10;37
9;37
10;37
8;38
9;37
9;39
10;38
9;38
9;40
9;39
10;38
9;38
9;38
9;38
10;38
10;38
9;38
9;39
9;38
10;39
9;39
9;39
9;37
10;38
10;37
10;39
9;38
10;37
10;39
10;39
10;38
9;37
10;39
10;38
10;37
11;37
10;38
9;38
8;38
10;37
9;37
9;39
10;40
10;39
10;38
9;38
10;38
11;38
11;39
11;38
10;40
10;38
11;38
9;37
10;37
10;39
9;39
10;40
10;38
10;38
11;39
11;39
10;38
10;39
11;38
10;39
11;40
11;38
11;38
11;39
10;37
9;38
11;39
12;38
10;39
10;40
10;39
11;39
9;39
10;39
12;38
10;38
11;39
10;40
11;40
11;38
10;38
10;38
12;39
11;40
10;38
10;39
